<<<<<<< HEAD
txn_id,user_id,gateway,payment_type,region,device,amount,status,status_encoded,is_fraud,latency_ms,retry_count,timestamp,hour,day_of_week,month
T08248,U4915,Razorpay,Credit Card,North,Desktop,5967.98,Success,1,0,315.52,0,2025-07-10 12:55:05,12,Thursday,7
T16166,U2991,Stripe,Netbanking,West,Desktop,7413.2,Success,1,0,352.46,0,2025-06-16 16:58:33,16,Monday,6
T31708,U2760,Razorpay,Debit Card,South,Desktop,2650.42,Success,1,0,357.41,0,2025-02-15 08:46:02,8,Saturday,2
T37417,U5246,Razorpay,UPI,North,Desktop,7206.83,Success,1,0,386.44,0,2025-04-03 23:31:08,23,Thursday,4
T38542,U5310,Razorpay,Credit Card,South,Android,1170.51,Success,1,0,275.07,0,2025-02-11 16:01:27,16,Tuesday,2
T38705,U3564,PayU,Wallet,North,Desktop,7406.75,Success,1,0,385.63,0,2025-03-01 02:02:15,2,Saturday,3
T40564,U9251,Stripe,Debit Card,North,Desktop,4927.31,Success,1,0,197.63,0,2025-07-13 03:30:44,3,Sunday,7
T26084,U3665,Razorpay,Credit Card,North,iOS,6874.41,Success,1,0,226.58,0,2025-05-06 14:38:23,14,Tuesday,5
T17004,U4898,Razorpay,Wallet,West,iOS,391.9,Success,1,0,349.37,0,2025-07-15 10:15:21,10,Tuesday,7
T42436,U7212,Cashfree,Wallet,East,Android,757.29,Success,1,0,252.62,0,2025-03-18 09:57:09,9,Tuesday,3
T06705,U5306,PayU,Credit Card,South,Desktop,2928.79,Success,1,0,306.92,0,2025-05-12 12:15:25,12,Monday,5
T10172,U4766,Stripe,Netbanking,North,Android,249.56,Success,1,0,469.17,0,2025-06-27 05:47:42,5,Friday,6
T22085,U8704,PayU,Netbanking,North,Desktop,7558.71,Success,1,0,182.37,0,2025-04-06 18:24:33,18,Sunday,4
T48743,U3074,Cashfree,Wallet,South,Desktop,5955.99,Success,1,0,62.57,0,2025-07-15 08:22:08,8,Tuesday,7
T05152,U1629,PayU,Wallet,East,iOS,3094.55,Success,1,0,336.36,0,2025-05-04 08:51:45,8,Sunday,5
T13059,U3521,Stripe,Netbanking,East,Android,7073.37,Failed,0,0,378.61,0,2025-02-20 07:28:34,7,Thursday,2
T17721,U4321,Cashfree,Wallet,North,Desktop,1986.15,Success,1,0,401.39,0,2025-05-06 09:54:58,9,Tuesday,5
T42213,U9862,Cashfree,Credit Card,East,iOS,7836.82,Success,1,0,458.24,0,2025-05-27 05:19:02,5,Tuesday,5
T24801,U4471,Razorpay,Credit Card,West,iOS,6069.34,Success,1,0,358.03,0,2025-03-26 21:34:59,21,Wednesday,3
T20155,U2898,Razorpay,Credit Card,East,iOS,7291.79,Success,1,0,239.91,0,2025-05-21 11:36:59,11,Wednesday,5
T05146,U3944,Razorpay,Credit Card,East,iOS,6025.7,Success,1,0,230.08,0,2025-06-07 00:20:27,0,Saturday,6
T32729,U5800,Cashfree,Wallet,West,Android,4315.35,Success,1,0,137.32,0,2025-04-19 12:27:06,12,Saturday,4
T49252,U5784,Stripe,Netbanking,East,Desktop,8001.7,Success,1,0,255.42,0,2025-05-21 13:55:51,13,Wednesday,5
T49476,U8886,Stripe,Debit Card,East,iOS,1963.23,Success,1,0,193.83,0,2025-04-20 15:50:33,15,Sunday,4
T39442,U4809,Stripe,Debit Card,West,Android,2885.89,Success,1,0,286.09,0,2025-02-14 01:15:12,1,Friday,2
T43120,U9302,PayU,UPI,South,Android,4498.37,Success,1,0,331.5,0,2025-06-12 19:43:28,19,Thursday,6
T18576,U9163,Cashfree,Netbanking,North,iOS,9365.4,Success,1,0,191.48,0,2025-02-25 08:05:31,8,Tuesday,2
T41584,U1144,PayU,Credit Card,South,Desktop,759.93,Success,1,0,302.15,0,2025-07-19 17:39:49,17,Saturday,7
T35108,U6610,Cashfree,Netbanking,South,Desktop,9096.85,Failed,0,1,303.8,0,2025-04-06 07:34:08,7,Sunday,4
T36717,U8183,PayU,Credit Card,North,iOS,7772.46,Success,1,0,473.91,0,2025-06-24 10:14:40,10,Tuesday,6
T20616,U8866,Razorpay,Credit Card,East,iOS,8549.46,Success,1,0,370.06,0,2025-02-28 06:21:45,6,Friday,2
T17768,U5207,Razorpay,Wallet,North,iOS,3712.25,Success,1,0,280.24,0,2025-06-27 17:28:31,17,Friday,6
T16397,U6466,Stripe,Credit Card,West,Android,9806.13,Success,1,0,71.39,0,2025-01-28 08:29:43,8,Tuesday,1
T01232,U1774,Stripe,UPI,South,Android,3617.34,Success,1,0,531.33,0,2025-03-31 08:11:57,8,Monday,3
T40279,U1468,PayU,Credit Card,East,Desktop,6227.9,Success,1,0,453.83,0,2025-02-18 04:02:22,4,Tuesday,2
T11069,U1074,PayU,Credit Card,North,Desktop,7734.57,Success,1,0,491.91,0,2025-07-02 07:51:31,7,Wednesday,7
T32393,U8291,Cashfree,Wallet,West,Desktop,1674.83,Success,1,0,317.61,0,2025-06-17 19:48:06,19,Tuesday,6
T09430,U8048,Cashfree,Wallet,South,Android,542.16,Success,1,0,279.28,0,2025-06-11 16:23:30,16,Wednesday,6
T17863,U6428,Cashfree,Debit Card,East,iOS,484.47,Success,1,0,480.61,0,2025-04-05 07:01:24,7,Saturday,4
T34417,U6848,Cashfree,Netbanking,West,Desktop,7308.52,Success,1,0,288.35,0,2025-04-29 05:46:47,5,Tuesday,4
T44844,U1036,Stripe,Wallet,South,iOS,6589.3,Success,1,0,446.32,0,2025-01-29 03:44:47,3,Wednesday,1
T27616,U1890,Razorpay,Wallet,South,Desktop,6119.13,Success,1,0,447.92,0,2025-04-12 11:06:43,11,Saturday,4
T13034,U7184,Cashfree,Wallet,West,Android,9046.89,Success,1,0,67.97,0,2025-07-17 05:42:54,5,Thursday,7
T01603,U7595,Razorpay,Debit Card,East,Desktop,2886.06,Success,1,0,381.0,0,2025-04-25 04:17:08,4,Friday,4
T25036,U8523,PayU,Credit Card,South,Desktop,6639.51,Success,1,0,435.22,0,2025-02-08 05:38:38,5,Saturday,2
T43368,U4353,Razorpay,Debit Card,North,iOS,7144.71,Success,1,0,294.5,0,2025-01-26 17:32:28,17,Sunday,1
T08537,U1039,Cashfree,Netbanking,North,iOS,5726.88,Failed,0,0,391.57,0,2025-02-24 22:16:03,22,Monday,2
T28601,U1082,Stripe,Wallet,North,Desktop,8887.55,Success,1,0,462.16,0,2025-04-15 02:41:16,2,Tuesday,4
T30644,U7276,Stripe,Credit Card,South,iOS,3746.78,Success,1,0,363.85,0,2025-03-02 07:23:07,7,Sunday,3
T37321,U7489,Razorpay,Debit Card,South,Desktop,7856.57,Success,1,0,272.13,0,2025-03-18 00:26:06,0,Tuesday,3
T17284,U4166,PayU,Debit Card,East,Android,8026.6,Success,1,0,307.54,0,2025-04-10 06:44:03,6,Thursday,4
T08375,U7606,Cashfree,Credit Card,South,Desktop,5426.15,Success,1,0,322.95,0,2025-03-22 03:19:59,3,Saturday,3
T32582,U5364,Cashfree,UPI,North,iOS,4634.68,Success,1,0,296.71,0,2025-06-25 16:28:49,16,Wednesday,6
T49232,U1893,PayU,Wallet,East,Android,9293.77,Failed,0,0,335.08,0,2025-06-24 17:05:07,17,Tuesday,6
T15350,U9244,PayU,Credit Card,East,iOS,970.81,Success,1,0,423.05,0,2025-03-17 09:41:23,9,Monday,3
T42885,U4699,PayU,Netbanking,East,Desktop,1351.2,Success,1,0,275.69,0,2025-04-25 19:32:20,19,Friday,4
T33626,U3945,Razorpay,Netbanking,South,Desktop,9649.41,Success,1,0,438.12,0,2025-07-04 02:43:49,2,Friday,7
T01536,U2801,PayU,UPI,South,Desktop,173.05,Failed,0,0,463.56,0,2025-02-19 23:37:48,23,Wednesday,2
T42911,U6778,Stripe,Wallet,South,iOS,8610.24,Success,1,0,263.44,0,2025-04-10 23:40:45,23,Thursday,4
T21190,U5022,Cashfree,Credit Card,North,Desktop,711.74,Success,1,0,212.98,0,2025-06-10 09:51:31,9,Tuesday,6
T01181,U4650,Razorpay,Netbanking,North,Desktop,6981.32,Success,1,0,183.34,0,2025-03-16 18:11:33,18,Sunday,3
T06583,U1094,PayU,Wallet,East,iOS,7813.19,Success,1,0,428.91,0,2025-05-26 08:24:02,8,Monday,5
T11499,U6326,Cashfree,Credit Card,South,Desktop,1841.26,Success,1,0,300.15,0,2025-06-16 07:10:23,7,Monday,6
T30780,U4536,PayU,Debit Card,North,Android,2549.57,Success,1,0,458.67,0,2025-06-08 21:57:59,21,Sunday,6
T10126,U8572,Stripe,Wallet,West,Desktop,7225.75,Success,1,0,362.74,0,2025-07-18 00:44:41,0,Friday,7
T13022,U3754,PayU,UPI,West,Desktop,4905.57,Success,1,0,434.69,0,2025-03-18 16:26:02,16,Tuesday,3
T34212,U1518,Cashfree,UPI,North,Desktop,6414.2,Success,1,0,410.37,0,2025-02-20 05:31:33,5,Thursday,2
T48907,U2341,Razorpay,Credit Card,South,Desktop,468.94,Success,1,0,414.83,0,2025-03-21 23:31:10,23,Friday,3
T21228,U1666,Razorpay,UPI,North,Android,2470.27,Success,1,0,344.59,0,2025-06-29 08:58:04,8,Sunday,6
T04455,U1595,Cashfree,UPI,East,Android,7339.53,Success,1,0,414.09,0,2025-05-18 18:23:39,18,Sunday,5
T08440,U5477,Razorpay,UPI,West,Android,875.14,Failed,0,1,439.13,0,2025-03-02 07:21:16,7,Sunday,3
T05712,U5428,Cashfree,Credit Card,East,Desktop,3345.33,Success,1,0,406.33,0,2025-02-13 19:27:30,19,Thursday,2
T27662,U9758,PayU,Netbanking,West,Desktop,8099.31,Success,1,0,337.13,0,2025-06-06 10:21:19,10,Friday,6
T19824,U4000,Stripe,UPI,West,Desktop,1401.6,Success,1,0,229.91,0,2025-03-03 10:16:59,10,Monday,3
T31175,U9787,PayU,Netbanking,North,Android,7868.17,Success,1,0,415.28,0,2025-07-04 17:02:11,17,Friday,7
T11709,U1809,Razorpay,Credit Card,West,iOS,8387.01,Success,1,0,389.5,0,2025-05-15 03:21:45,3,Thursday,5
T15719,U1443,PayU,Wallet,South,Desktop,2851.83,Success,1,0,606.84,0,2025-05-22 15:15:34,15,Thursday,5
T20475,U1118,Stripe,Debit Card,North,Desktop,3149.8,Success,1,0,396.11,0,2025-05-09 12:51:46,12,Friday,5
T18424,U1247,Razorpay,UPI,West,Desktop,7738.07,Success,1,0,299.91,0,2025-02-05 10:26:32,10,Wednesday,2
T09549,U3856,Stripe,Wallet,West,Android,439.39,Success,1,0,374.66,0,2025-04-21 15:16:03,15,Monday,4
T43965,U5993,PayU,UPI,South,Desktop,9493.85,Success,1,0,365.05,0,2025-04-12 08:34:58,8,Saturday,4
T31206,U7185,PayU,Debit Card,West,Desktop,2314.05,Success,1,0,304.35,0,2025-06-18 04:42:00,4,Wednesday,6
T12967,U7006,Cashfree,Netbanking,East,Desktop,3202.42,Success,1,0,335.69,0,2025-07-03 20:01:51,20,Thursday,7
T41470,U4873,Cashfree,Debit Card,East,Desktop,1141.98,Success,1,0,342.39,0,2025-02-23 15:51:46,15,Sunday,2
T46710,U5934,Cashfree,Credit Card,South,Android,3298.02,Success,1,0,346.17,0,2025-05-18 21:43:53,21,Sunday,5
T09293,U5002,Cashfree,UPI,South,Desktop,5925.61,Success,1,0,379.06,0,2025-06-13 06:35:50,6,Friday,6
T38335,U6802,Razorpay,Netbanking,North,Android,9431.79,Success,1,0,542.17,0,2025-03-10 08:08:46,8,Monday,3
T18614,U9264,Cashfree,UPI,South,Android,6661.17,Failed,0,0,385.73,0,2025-01-29 14:26:51,14,Wednesday,1
T38274,U9898,PayU,Netbanking,South,Android,5107.32,Success,1,0,341.3,0,2025-01-24 11:29:09,11,Friday,1
T04519,U1141,Stripe,UPI,North,Desktop,4368.01,Success,1,0,433.85,0,2025-06-13 15:47:03,15,Friday,6
T22109,U9995,PayU,Wallet,North,Android,6263.81,Success,1,0,423.52,0,2025-02-19 16:33:38,16,Wednesday,2
T42242,U7915,Stripe,Debit Card,South,iOS,4626.11,Success,1,0,395.05,0,2025-02-19 06:18:11,6,Wednesday,2
T18222,U7214,Stripe,Debit Card,West,iOS,2135.43,Success,1,0,412.21,0,2025-06-09 18:46:02,18,Monday,6
T45395,U1547,Razorpay,Debit Card,West,iOS,9510.96,Success,1,0,425.11,0,2025-04-29 16:42:50,16,Tuesday,4
T04884,U8768,Razorpay,Credit Card,North,Desktop,5377.76,Success,1,0,346.93,0,2025-02-17 08:46:40,8,Monday,2
T04506,U7118,Cashfree,Credit Card,North,iOS,6475.19,Success,1,0,477.47,0,2025-07-23 00:49:26,0,Wednesday,7
T42663,U1644,Cashfree,UPI,West,iOS,5770.63,Failed,0,1,264.15,1,2025-05-24 18:50:17,18,Saturday,5
T25811,U9574,PayU,Debit Card,East,Android,1152.73,Failed,0,0,344.27,0,2025-02-05 21:52:37,21,Wednesday,2
T11124,U4817,Stripe,UPI,North,Android,1842.22,Success,1,0,352.94,0,2025-06-25 23:21:40,23,Wednesday,6
T00664,U3593,Stripe,UPI,East,Android,4609.81,Success,1,0,297.25,0,2025-05-23 16:07:15,16,Friday,5
T19130,U5285,Cashfree,UPI,West,Android,531.05,Success,1,0,437.15,0,2025-06-06 19:53:50,19,Friday,6
T40410,U5106,Cashfree,Debit Card,East,Android,4417.81,Success,1,0,443.16,0,2025-03-17 09:12:08,9,Monday,3
T18299,U1483,Razorpay,UPI,West,Android,2954.93,Failed,0,0,426.95,0,2025-04-08 14:23:13,14,Tuesday,4
T06684,U1838,PayU,UPI,North,Desktop,4261.16,Success,1,0,312.26,0,2025-05-12 03:19:03,3,Monday,5
T00501,U5778,Razorpay,Credit Card,North,iOS,8088.07,Success,1,0,382.32,0,2025-02-22 05:11:52,5,Saturday,2
T28098,U4485,Cashfree,Wallet,East,iOS,2143.45,Success,1,0,300.49,0,2025-02-07 15:34:08,15,Friday,2
T44871,U5089,PayU,UPI,East,Android,488.91,Success,1,0,174.5,0,2025-07-03 08:43:34,8,Thursday,7
T32650,U6542,Stripe,Netbanking,West,Desktop,172.52,Failed,0,0,242.58,0,2025-04-27 03:19:27,3,Sunday,4
T41288,U6648,Razorpay,Wallet,South,Android,7812.67,Failed,0,0,284.81,1,2025-03-14 14:41:19,14,Friday,3
T33570,U3817,Cashfree,UPI,East,Desktop,5414.41,Success,1,0,422.17,0,2025-06-16 19:37:37,19,Monday,6
T31892,U8233,Razorpay,Debit Card,West,Desktop,4164.26,Success,1,0,334.48,0,2025-06-24 08:11:15,8,Tuesday,6
T49650,U4185,PayU,UPI,West,Desktop,5241.31,Success,1,0,427.02,0,2025-03-09 19:13:32,19,Sunday,3
T48951,U9561,Cashfree,Wallet,South,Desktop,6838.67,Success,1,0,165.14,0,2025-02-19 03:18:55,3,Wednesday,2
T18087,U2085,Cashfree,Netbanking,East,iOS,2537.1,Success,1,0,541.85,0,2025-05-15 23:02:16,23,Thursday,5
T11178,U7776,Cashfree,Debit Card,East,Desktop,2717.62,Success,1,0,400.48,0,2025-02-12 05:30:28,5,Wednesday,2
T19602,U3806,Stripe,Debit Card,West,Android,2547.35,Success,1,0,313.55,0,2025-05-26 16:59:54,16,Monday,5
T13251,U5808,Razorpay,Credit Card,West,Desktop,163.22,Success,1,0,201.47,0,2025-06-16 22:27:33,22,Monday,6
T16416,U2369,Razorpay,Wallet,West,Android,8380.48,Success,1,0,457.18,0,2025-06-16 15:01:50,15,Monday,6
T23206,U7230,Razorpay,UPI,East,iOS,7141.52,Success,1,0,331.55,0,2025-05-28 00:58:00,0,Wednesday,5
T39880,U7580,PayU,Wallet,West,Android,9579.07,Success,1,0,263.07,0,2025-03-20 14:03:14,14,Thursday,3
T39375,U1045,Cashfree,Debit Card,West,Android,2621.75,Success,1,0,312.26,0,2025-05-06 10:27:26,10,Tuesday,5
T11436,U2523,Razorpay,Debit Card,West,Android,4058.68,Success,1,0,383.67,0,2025-04-25 19:06:00,19,Friday,4
T45269,U7785,Stripe,Debit Card,North,iOS,2538.05,Success,1,0,221.45,0,2025-01-26 19:15:49,19,Sunday,1
T29463,U2434,Cashfree,Netbanking,East,Desktop,6276.95,Success,1,0,385.14,0,2025-03-08 22:01:04,22,Saturday,3
T06736,U9496,Cashfree,Wallet,East,Desktop,9158.2,Success,1,0,452.49,0,2025-03-05 16:08:10,16,Wednesday,3
T20686,U4335,PayU,UPI,East,iOS,7919.67,Success,1,0,425.75,0,2025-07-14 02:04:21,2,Monday,7
T17049,U3062,Stripe,UPI,South,Desktop,7959.18,Success,1,0,451.97,0,2025-04-23 01:23:00,1,Wednesday,4
T45511,U5447,Razorpay,UPI,East,iOS,1643.44,Success,1,0,343.29,0,2025-04-07 02:53:44,2,Monday,4
T04844,U5036,Stripe,Wallet,West,Desktop,5287.77,Success,1,0,215.64,0,2025-07-04 04:32:10,4,Friday,7
T03272,U3730,Stripe,Credit Card,North,Desktop,9027.36,Success,1,0,342.22,0,2025-04-04 19:55:51,19,Friday,4
T32713,U6622,PayU,Debit Card,East,Android,1447.18,Success,1,0,392.58,0,2025-03-07 07:14:43,7,Friday,3
T33177,U6942,PayU,UPI,East,iOS,9634.25,Success,1,0,306.4,0,2025-03-22 04:20:03,4,Saturday,3
T49770,U3870,Razorpay,Wallet,West,Android,4131.78,Success,1,0,407.46,0,2025-03-28 08:33:14,8,Friday,3
T31807,U4001,Cashfree,Netbanking,North,iOS,3247.1,Success,1,0,551.98,0,2025-03-26 06:34:37,6,Wednesday,3
T33269,U4258,PayU,Credit Card,North,Desktop,8690.98,Success,1,0,305.88,0,2025-05-06 00:38:08,0,Tuesday,5
T16095,U2919,Stripe,Wallet,South,Android,7055.21,Success,1,0,306.01,0,2025-02-09 09:54:31,9,Sunday,2
T08904,U6404,Razorpay,Debit Card,South,Android,8725.42,Success,1,0,314.08,0,2025-03-17 04:35:07,4,Monday,3
T08406,U6734,PayU,Netbanking,South,Desktop,7762.66,Failed,0,0,361.88,0,2025-04-22 12:22:40,12,Tuesday,4
T05012,U7087,Cashfree,Wallet,North,iOS,6570.89,Success,1,0,362.79,0,2025-02-18 11:35:23,11,Tuesday,2
T04243,U5572,PayU,Debit Card,West,Desktop,6213.98,Failed,0,0,378.12,0,2025-07-20 18:16:35,18,Sunday,7
T15418,U1388,Razorpay,UPI,East,Desktop,5375.56,Success,1,0,358.46,0,2025-04-30 03:20:29,3,Wednesday,4
T41123,U8033,Cashfree,Debit Card,North,Desktop,7185.89,Success,1,0,412.38,0,2025-02-02 13:59:02,13,Sunday,2
T29755,U1792,Cashfree,Wallet,South,Desktop,7410.84,Success,1,0,441.39,0,2025-04-02 10:56:07,10,Wednesday,4
T32163,U1244,Razorpay,Debit Card,North,iOS,3384.56,Success,1,0,200.77,0,2025-03-21 02:05:15,2,Friday,3
T31979,U2338,Razorpay,Debit Card,East,Android,4807.32,Success,1,0,300.44,0,2025-05-10 01:05:08,1,Saturday,5
T36443,U1946,Stripe,UPI,North,iOS,3362.93,Success,1,0,234.15,0,2025-04-04 03:05:32,3,Friday,4
T16481,U2152,PayU,Credit Card,North,Android,9212.82,Success,1,0,461.37,0,2025-06-21 00:03:29,0,Saturday,6
T01114,U2860,Stripe,UPI,North,Android,8037.0,Success,1,0,339.67,0,2025-05-16 08:42:31,8,Friday,5
T14875,U2194,Razorpay,UPI,West,Android,8248.78,Success,1,0,296.86,0,2025-03-20 07:36:16,7,Thursday,3
T06266,U2388,Stripe,Wallet,South,Android,5946.22,Success,1,0,382.57,0,2025-05-04 16:34:39,16,Sunday,5
T39208,U3041,Cashfree,UPI,West,iOS,3700.01,Success,1,0,294.19,0,2025-02-27 21:25:41,21,Thursday,2
T32426,U5051,Stripe,UPI,South,Desktop,8856.38,Success,1,0,144.19,0,2025-03-12 22:16:14,22,Wednesday,3
T11917,U2811,PayU,Netbanking,East,Android,7620.5,Success,1,0,390.42,0,2025-03-16 01:49:14,1,Sunday,3
T23180,U4022,Stripe,UPI,West,iOS,2334.72,Success,1,0,506.72,0,2025-04-13 09:23:47,9,Sunday,4
T41353,U8489,PayU,Wallet,East,iOS,3372.36,Success,1,0,450.92,0,2025-03-08 14:40:04,14,Saturday,3
T35148,U6923,Cashfree,UPI,North,iOS,4812.32,Success,1,0,226.89,0,2025-03-12 12:17:13,12,Wednesday,3
T30572,U1244,Stripe,Debit Card,North,Desktop,5484.67,Success,1,0,122.49,0,2025-07-21 01:23:10,1,Monday,7
T47806,U3661,Stripe,Credit Card,North,Desktop,4516.41,Failed,0,0,390.51,0,2025-05-13 15:36:52,15,Tuesday,5
T45285,U4241,Razorpay,Debit Card,South,Desktop,2950.24,Success,1,0,462.38,0,2025-07-14 22:27:30,22,Monday,7
T42790,U3640,Cashfree,Debit Card,East,Desktop,4879.77,Success,1,0,363.16,0,2025-05-23 20:25:55,20,Friday,5
T20996,U4806,Cashfree,Debit Card,North,Android,6979.34,Success,1,0,166.49,0,2025-01-31 01:35:35,1,Friday,1
T34298,U6152,PayU,Debit Card,South,iOS,112.86,Success,1,0,395.43,0,2025-03-05 13:51:55,13,Wednesday,3
T22048,U5203,Cashfree,Netbanking,West,iOS,7309.13,Success,1,0,212.46,0,2025-04-18 04:41:28,4,Friday,4
T02528,U5603,Cashfree,Debit Card,East,Android,1132.01,Success,1,0,293.82,0,2025-04-14 02:33:43,2,Monday,4
T30518,U8600,Stripe,Wallet,South,Android,9463.96,Success,1,0,268.6,0,2025-04-30 08:44:17,8,Wednesday,4
T29540,U4727,Cashfree,Netbanking,South,iOS,9628.96,Success,1,0,306.05,0,2025-05-22 16:35:01,16,Thursday,5
T27440,U7319,Razorpay,Netbanking,West,Android,9849.6,Success,1,0,266.92,0,2025-06-19 13:48:28,13,Thursday,6
T43854,U7886,Stripe,UPI,North,Desktop,7648.41,Success,1,0,507.03,0,2025-04-21 03:30:30,3,Monday,4
T26938,U1879,Cashfree,Credit Card,West,Desktop,4234.95,Success,1,0,350.53,0,2025-07-14 14:33:37,14,Monday,7
T02984,U8864,PayU,Netbanking,South,Desktop,7592.25,Success,1,0,305.2,0,2025-06-03 11:00:58,11,Tuesday,6
T14773,U2143,Razorpay,UPI,East,Desktop,9011.82,Success,1,0,267.81,0,2025-06-18 14:26:46,14,Wednesday,6
T27927,U6970,Cashfree,Wallet,West,iOS,3735.61,Success,1,0,388.46,0,2025-01-24 05:18:40,5,Friday,1
T22425,U3113,PayU,Netbanking,West,Android,476.29,Success,1,0,333.38,0,2025-05-01 05:37:04,5,Thursday,5
T26389,U6380,Cashfree,Debit Card,South,Android,4889.03,Failed,0,0,124.31,1,2025-04-05 10:02:17,10,Saturday,4
T42168,U8598,Stripe,Credit Card,East,Desktop,3638.17,Success,1,0,272.43,0,2025-05-03 11:00:44,11,Saturday,5
T45902,U2994,Cashfree,UPI,West,iOS,626.61,Success,1,0,613.68,0,2025-07-10 11:52:19,11,Thursday,7
T19185,U5045,Stripe,Debit Card,South,Desktop,6321.92,Success,1,0,240.65,0,2025-05-11 02:31:29,2,Sunday,5
T18986,U5200,PayU,Credit Card,West,Android,9261.43,Success,1,0,248.25,0,2025-02-21 19:41:40,19,Friday,2
T29620,U4421,Cashfree,Netbanking,North,iOS,3848.26,Success,1,0,338.45,0,2025-06-20 16:49:48,16,Friday,6
T20560,U6754,Cashfree,UPI,North,iOS,5724.41,Success,1,0,405.95,0,2025-04-07 11:01:02,11,Monday,4
T35149,U6850,Razorpay,Wallet,East,iOS,9347.43,Success,1,0,332.23,0,2025-03-19 23:36:37,23,Wednesday,3
T24234,U3960,Stripe,Debit Card,South,iOS,3243.31,Success,1,0,353.4,0,2025-03-03 06:15:46,6,Monday,3
T15433,U4832,Stripe,UPI,South,iOS,6952.22,Success,1,0,220.37,0,2025-04-10 06:20:46,6,Thursday,4
T02863,U7927,Stripe,Debit Card,North,Android,8211.24,Success,1,0,229.14,0,2025-03-10 00:24:12,0,Monday,3
T23219,U4591,Cashfree,UPI,East,Desktop,6773.47,Success,1,0,503.24,0,2025-02-17 11:09:20,11,Monday,2
T16662,U2154,Cashfree,Wallet,East,iOS,8913.44,Success,1,0,391.98,0,2025-02-27 21:48:30,21,Thursday,2
T15767,U5580,PayU,Credit Card,West,Desktop,1142.83,Failed,0,0,610.85,0,2025-03-05 15:57:34,15,Wednesday,3
T14478,U6886,Cashfree,UPI,West,Android,9343.57,Success,1,0,361.0,0,2025-04-08 02:52:16,2,Tuesday,4
T09955,U8498,Stripe,Debit Card,North,Desktop,9397.1,Success,1,0,497.77,0,2025-03-01 07:20:26,7,Saturday,3
T31402,U3609,Cashfree,Wallet,West,Desktop,7328.75,Success,1,0,488.17,0,2025-07-18 01:09:34,1,Friday,7
T21049,U1471,Cashfree,Debit Card,South,iOS,4535.96,Success,1,0,198.39,0,2025-07-08 15:26:46,15,Tuesday,7
T34969,U7661,PayU,Wallet,North,Desktop,2029.22,Success,1,0,453.29,0,2025-06-03 07:41:51,7,Tuesday,6
T24268,U4143,Stripe,Credit Card,West,Android,1895.55,Success,1,0,224.54,0,2025-04-08 23:24:40,23,Tuesday,4
T23204,U1708,Cashfree,Debit Card,West,Desktop,1935.63,Success,1,0,302.29,0,2025-04-28 11:01:30,11,Monday,4
T03377,U7457,Cashfree,Netbanking,South,iOS,3108.16,Success,1,0,379.47,0,2025-04-28 13:21:21,13,Monday,4
T01599,U9863,Cashfree,Wallet,East,iOS,1219.73,Success,1,0,405.3,0,2025-07-22 14:14:52,14,Tuesday,7
T00476,U7916,Razorpay,Wallet,South,Desktop,9045.57,Success,1,0,313.7,0,2025-03-10 23:51:51,23,Monday,3
T10798,U6716,Stripe,UPI,North,Desktop,3197.31,Success,1,0,507.73,0,2025-05-19 10:17:56,10,Monday,5
T08639,U1536,Cashfree,Wallet,West,Android,4263.58,Success,1,0,240.96,0,2025-04-07 21:13:45,21,Monday,4
T22142,U1469,Razorpay,UPI,East,Desktop,952.1,Failed,0,0,239.4,1,2025-07-22 18:02:38,18,Tuesday,7
T22182,U8451,Cashfree,Wallet,East,Desktop,6335.35,Success,1,0,402.59,0,2025-06-11 00:25:26,0,Wednesday,6
T09932,U1143,Cashfree,Debit Card,South,Desktop,9242.14,Success,1,0,506.85,0,2025-04-10 14:06:38,14,Thursday,4
T21046,U9556,Stripe,Credit Card,East,Android,2318.95,Failed,0,0,402.62,0,2025-07-07 19:43:25,19,Monday,7
T45442,U7032,Stripe,Debit Card,East,Desktop,4218.31,Success,1,0,393.39,0,2025-06-21 10:16:07,10,Saturday,6
T36231,U9477,PayU,Debit Card,South,iOS,454.95,Success,1,0,364.95,0,2025-07-22 21:34:21,21,Tuesday,7
T43952,U4145,PayU,Debit Card,North,iOS,6787.45,Success,1,0,506.94,0,2025-07-15 13:05:17,13,Tuesday,7
T38326,U5162,Cashfree,Debit Card,South,Desktop,3375.38,Success,1,0,383.41,0,2025-03-22 21:28:26,21,Saturday,3
T38592,U1257,PayU,Debit Card,North,Desktop,3079.76,Failed,0,0,392.01,1,2025-03-05 10:12:13,10,Wednesday,3
T17781,U2357,Razorpay,Wallet,West,Desktop,6744.02,Success,1,0,225.95,0,2025-05-11 18:31:57,18,Sunday,5
T29875,U7380,Stripe,Debit Card,West,iOS,5016.53,Success,1,0,314.68,0,2025-03-30 18:06:11,18,Sunday,3
T31070,U6181,Cashfree,Credit Card,East,Android,6690.14,Failed,0,0,252.34,0,2025-05-27 19:18:42,19,Tuesday,5
T22256,U2487,Razorpay,Debit Card,North,iOS,8475.5,Success,1,0,305.69,0,2025-03-02 00:52:00,0,Sunday,3
T09459,U6723,Razorpay,Netbanking,East,Android,7562.84,Success,1,0,417.45,0,2025-02-14 09:31:49,9,Friday,2
T10665,U6035,Stripe,Debit Card,North,Android,5651.44,Failed,0,0,216.16,2,2025-06-29 05:57:01,5,Sunday,6
